area,place,type,language,date,score,sentence,key
수영구,광안리해수욕장,자연,한국어,201601,5,해운대와는 다른느낌의 바다 같은 바다지만 주변에 따라 정말 분위기가 다른것 같습니다.,4544
수영구,광안리해수욕장,자연,한국어,201601,5,바다건너 보이는 광안대교가 해수욕장을 감싸는 듯한 느낌입니다. 해운대에 비해 인근에 바글바글한 술집도 별로없고 운동하시는 분이 많습니다.,4545
수영구,광안리해수욕장,자연,한국어,201601,5,뭔가 복잡할것 같은 이름에 비해 한적한곳? 물론 겨울이지만요.,4546
수영구,광안리해수욕장,자연,한국어,201506,3,운치 즐기기 좋아요~,4547
수영구,광안리해수욕장,자연,한국어,201506,3,해운데에 비해 사람들이 적드라고요ㅎㅎ 그래도 앞에 카페도 있고 운치를 즐기기 좋았어요,4548
수영구,광안리해수욕장,자연,한국어,201506,3,옆에 회타운 가서 회도 먹고 좋아요~,4549
수영구,광안리해수욕장,자연,한국어,201509,5,광안대교가 보이는 그곳 저녁에 가면 광안대교를 감상할 수있다.,4550
수영구,광안리해수욕장,자연,한국어,201509,5,근처에 저렴한 횟집들이 많아서 회 먹기 좋은 곳!!,4551
수영구,광안리해수욕장,자연,한국어,201508,5,광안대교 야경! 낮보다는 밤에 방문하는게 좋습니다.,4552
수영구,광안리해수욕장,자연,한국어,201508,5,밤에 광안대교를 바라보며 커피 한 잔 즐기는 여유 굿입니다.,4553
수영구,광안리해수욕장,자연,한국어,201510,5,언제가도 낭만적인 바다 부산이라는 도시는 언제가도 낭만적인 바다를 볼 수 있어서 매력적인 곳이죠.,4554
수영구,광안리해수욕장,자연,한국어,201510,5,점점 좋아지고 있는 광안리,4555
수영구,광안리해수욕장,자연,한국어,201510,5,산책추천합니다,4556
수영구,광안리해수욕장,자연,한국어,201511,5,아름다운 야경과 싱싱한 회가 있는곳 밤하늘에 수놓은 아름다운 광안대교와 1년에 한번씩 열리는 불꽃축제 그리고 활기찬 사람들 ~~ 싱싱한 회와 수많은 반찬이 배를 불려주는곳 ~!!,4557
수영구,광안리해수욕장,자연,한국어,201512,5,멋진 광안대교 정말 오랫만에 찾은 광안리해수욕장 광안대교 있기 전에 와본터라 넘 새롭고 야경이 멋지네요,4558
수영구,광안리해수욕장,자연,한국어,201512,5,크리스마스를 맞아 전광판에 트리와 메리크리스마스 글도 넘 좋았습니다,4559
수영구,광안리해수욕장,자연,한국어,201512,5,주차가 너무 힘들어요..,4560
수영구,광안리해수욕장,자연,한국어,201512,5,광안리 바다를 보러 차를 가지고 갔습니다.,4561
수영구,광안리해수욕장,자연,한국어,201512,5,근데 근처 주차장은 죄다 식당이나 카페를 이용해야만 주차가 가능하더라구요,4562
수영구,광안리해수욕장,자연,한국어,201512,5,거기다가 1시간 무료가 대부분입니다.,4563
수영구,광안리해수욕장,자연,한국어,201512,5,커피2잔 테이크아웃 하여 급하게 광안리 둘러보고 왔습니다.,4564
수영구,광안리해수욕장,자연,한국어,201512,5,광안리는 주차가 참 문제인 것 같습니다.,4565
수영구,광안리해수욕장,자연,한국어,201512,5,광안리는 멋지다 여름에가면 해수욕이 좋고 겨울에가면 야경이멋진곳이다.,4566
수영구,광안리해수욕장,자연,한국어,201512,5,조명에 신경을 많이쓴것이느껴진다.,4567
수영구,광안리해수욕장,자연,한국어,201512,5,연인과가도좋음,4568
수영구,광안리해수욕장,자연,한국어,201511,3,광안대교를 한눈에... 광안리를 가로 지르는 광안대교가 이제 부산의 명소가 되었고 바다와 까페들이 가까이 있어 젊은이들이 많이 찾는다 해변을 따라 잘 조성된 해변산책로와 맛집들이 많은 광안리는 부산여행에 꼭 방문할 명소이다 밤에 간다면 눈앞에 아름다운 광안대교가 펼쳐진다,4569
수영구,광안리해수욕장,자연,한국어,201509,4,광안대교 야경 동생네 커플과함께한 부산여행에서 광안리해수욕장의 멋진 야경이 그중 기억에 많이 남네요..,4570
수영구,광안리해수욕장,자연,한국어,201509,4,파도소리와 사람들 그리고,4571
수영구,광안리해수욕장,자연,한국어,201509,4,휘황찬란한 불빛...,4572
수영구,광안리해수욕장,자연,한국어,201509,5,바다가 있고 회가 맛있는 밤이 더 좋은 곳. 이곳은 부산오면 꼭 들러야죠.,4573
수영구,광안리해수욕장,자연,한국어,201509,5,광안대교 불빛을 바라보며 회센타에서 꼭 회를 먹어야 합니다.,4574
수영구,광안리해수욕장,자연,한국어,201509,5,가격대비 만족할만하지요.,4575
수영구,광안리해수욕장,자연,한국어,201509,5,각 시각마다 음악이 곁들어진 광안대교 불빛쇼가 대교를 다라 움직이고 낭만과 젊음과 활력이 느껴집니다.,4576
수영구,광안리해수욕장,자연,한국어,201509,5,주말엔 밤 12시가 되어 초저녁 같고,4577
수영구,광안리해수욕장,자연,한국어,201509,5,해변 모래사장을 맨발로 걸어봐도 좋고... 회를 먹고 나면 걷기 싫어지면 죽 늘어서 있는 커피숍에서 커피를 마시며 시시각각 변하는 광안대교의 불빛을 바라보며 즐거운 이야기를 나눠봄도 좋습니다.,4578
수영구,광안리해수욕장,자연,한국어,201512,5,멋진 야경 광안대교가 생긴 이 후 불꽃축제까지 생겨 한국의 명소가 되었죠,4579
수영구,광안리해수욕장,자연,한국어,201512,5,뒤로 황령산으로 올라가면 부산 전체를 볼 수도 있어요,4580
수영구,광안리해수욕장,자연,한국어,201511,4,추천 겨울에 가도 아주 운치 있어요,4581
수영구,광안리해수욕장,자연,한국어,201511,4,바닷바람쐬며 산책로를 따라 걸어가니 부산에 살고 싶어요,4582
수영구,광안리해수욕장,자연,한국어,201511,4,그리고바닷가가 아주 깨끗해요,4583
수영구,광안리해수욕장,자연,한국어,201511,4,해운대랑은 또다른 느낌 같은 부산인데도 해운대랑은 또다른 느낌입니다.,4584
수영구,광안리해수욕장,자연,한국어,201511,4,근처 어시장? 회파는곳도 많고,4585
수영구,광안리해수욕장,자연,한국어,201511,4,카페도 많아서 저녁에 걷기좋은곳넹요,4586
수영구,광안리해수욕장,자연,한국어,201511,4,야경이 아름다운곳 광안리는 광안대교를 보러 가는곳 같은데요 광안리 가는길에 수영구청에서 밀면 먹고 광안리 까페에서 해질때까지 있다 야경보고 회도먹고 하면 좋을것같네요~,4587
수영구,광안리해수욕장,자연,한국어,201507,4,해운대 못지않게 멋진곳 해운대보다는 주변교통이나 해수욕장이 덜 붐벼서 오히려 탁트인 바다를 보기 좋았고 광안대교의 야경이 더 멋진 풍경을 완성해주는것 같았다 주변에 맛집이나 즐길거리도 많고 너무 좋았다,4588
수영구,광안리해수욕장,자연,한국어,201510,3,광안대교에서 바라보는 광안리 예전 어릴때부터 회를 먹으러 자주왔던 광안리인데 성인이 되고나서는 광안대교를 건너서 매일 출퇴근을 하는 상황이 되어버렸다 광안대교의 상단을 지나며 보는 광안리의 야경은 아름답지만 예전과 같은 사람냄새나는 광안리는 아닌거 같아서 아쉽다,4589
수영구,광안리해수욕장,자연,한국어,201508,5,데이트 하기 좋은 해변가 연애시절 데이트 하면서 자주 가던 곳입니다.,4590
수영구,광안리해수욕장,자연,한국어,201508,5,밤에 광안대교가 보이고 바다가 앞으로 많은 레스토랑과 펍이 줄지어져 있어서 맛집도 많습니다.,4591
수영구,광안리해수욕장,자연,한국어,201508,5,그리고 회센터도 가까이 있어서 신선한 회도 맛볼수 있습니다,4592
수영구,광안리해수욕장,자연,한국어,201412,5,광안리 참 좋아요!!!,4593
수영구,광안리해수욕장,자연,한국어,201412,5,해운대도 좋지만 광안리가 더 좋아요,4594
수영구,광안리해수욕장,자연,한국어,201412,5,해운대는 너무 이국적이라..,4595
수영구,광안리해수욕장,자연,한국어,201412,5,좋기도 하지만.. 저는 광안리가 더 한국적인 느낌이 남아있어서 그런가~~ 전 더 정겹고 좋더라구요!,4596
수영구,광안리해수욕장,자연,한국어,201510,5,광안리는요 부산 하면 생각나는 곳이죠,4597
수영구,광안리해수욕장,자연,한국어,201510,5,광안리 해운대! 광안대교를 만날 수도 있고,4598
수영구,광안리해수욕장,자연,한국어,201510,5,바다를 볼 수도 있고..,4599
수영구,광안리해수욕장,자연,한국어,201511,5,밤에가야지 최고 저녁부터 야외 테라스에서 식사를 하고 불이 켜진 광안대교를 보면 스트레스가 싹 풀린다 저녁에는 가까운 선술집에서 야경과 그리고 좋은 사람들과 함께하기에 좋다,4600
수영구,광안리해수욕장,자연,한국어,201511,4,처음 가본 광안리 해변 해운대는 여러번 가봤지만 광안리 해변은 처음이었다.,4601
수영구,광안리해수욕장,자연,한국어,201511,4,조금 더 조용하고 고층 건물이 없어서 좋았던 것 같다.,4602
수영구,광안리해수욕장,자연,한국어,201511,4,멀리 보이는 마린시티 풍경도 멋지다.,4603
수영구,광안리해수욕장,자연,한국어,201507,4,야경 광안대교가 생겨서 야경이 좋습니다.,4604
수영구,광안리해수욕장,자연,한국어,201507,4,여름엔 서퍼들이 서핑 즐기는 모습도 보이고,4605
수영구,광안리해수욕장,자연,한국어,201507,4,백사장엔 버스킹 하는 청춘들도 볼 수 있어요.,4606
수영구,광안리해수욕장,자연,한국어,201507,4,주변의 레스토랑이나 커피숍도 많아 즐길 거리가 많습니다.,4607
수영구,광안리해수욕장,자연,한국어,201504,5,역시 좋아요,4608
수영구,광안리해수욕장,자연,한국어,201504,5,광안리는 어린아이와 같이 오는 가족분들이 많아서 그런지 편하게 놀 수 있어요,4609
수영구,광안리해수욕장,자연,한국어,201504,5,근처에 예쁜 카페도 많구요,4610
수영구,광안리해수욕장,자연,한국어,201510,3,야경이 아름다운 광안리 해수욕장에서 정면으로는 광안대교가 보이고 저녁에 가면 사람들이 여유롭게 모래사장을 걷는 사람들 불꽃놀이를 하는 사람들 건너편 테라스가 있는 여러가게에서 여유로움을 즐기는 사람들 부산을 여행하면 다들 한번씩 가는 곳이 아닌가?,4611
수영구,광안리해수욕장,자연,한국어,201507,5,해운대보단 조용하지만.. 그래도 광안대교의 야경 보려면 추천 광안대교가 보이는 광안리.. 한바퀴 다도는데 얼마 걸리지는 않지만.. 야경보기엔 좋아요.,4612
수영구,광안리해수욕장,자연,한국어,201507,5,흙을 많이 깔아놔서..,4613
수영구,광안리해수욕장,자연,한국어,201507,5,깊이도 얼마 되지 않습니다.,4614
수영구,광안리해수욕장,자연,한국어,201507,5,이곳은 가족단위로 많이 오구요.,4615
수영구,광안리해수욕장,자연,한국어,201508,4,수심이 얕아 어린아이가 있는 가족이 많이 옴,4616
수영구,광안리해수욕장,자연,한국어,201508,4,광안리도 해운대처럼 해변을 끼고 주변에 상점들이 즐비함. 다만 다른것이 있다면 바닷가에서 광안대교를 바라다 볼수 있음.,4617
수영구,광안리해수욕장,자연,한국어,201508,4,광안대교는 수심이 얕아 물에들어가도 안전하게 놀수 있어서 그런지 가족단위로 많이 왔음.,4618
수영구,광안리해수욕장,자연,한국어,201508,5,부산여행의 필수코스 부산여행하면 빠질 수 없는 곳으로 한국인들에게 유명한곳이죠.,4619
수영구,광안리해수욕장,자연,한국어,201508,5,넓은 모래사장과 탁트인 해변 부산의 대표 명소중 한곳입니다.,4620
수영구,광안리해수욕장,자연,한국어,201509,4,광안리 즐기기 좋은 해변 광안리는 예전에는 해수욕장으로 그 역할을 톡톡히 했지만 모래가 많이 유실되었다.,4621
수영구,광안리해수욕장,자연,한국어,201509,4,그러나 광안대교가 생기면서 그 멋을 배가 시키는 해변이다.,4622
수영구,광안리해수욕장,자연,한국어,201509,4,주변에 즐길거리가 많고 여름 시즌이라면 부산 최고의 장소로 변모한다.,4623
수영구,광안리해수욕장,자연,한국어,201505,3,광안대교를 볼려면 가야 하는 곳 바다 자체는 좋지는 않음. 하지만 광안대교를 보기 위해서라면 가야만 하는 곳. 까페가 바닷가에 줄지어 서 있음.,4624
수영구,광안리해수욕장,자연,한국어,201506,4,좋아요,4625
수영구,광안리해수욕장,자연,한국어,201506,4,해운대에 비해서 부산사람들이 이용한다는 광안리~ 멀리서 보이는 광안대교가 너무 이쁘네요,4626
수영구,광안리해수욕장,자연,한국어,201506,4,해변가 쪽에 있는 커피숍에서 커피를 마시는 것도 운치 있어요,4627
수영구,광안리해수욕장,자연,한국어,201509,2,광안리 낮에 사진찍고 카페가고 놀기엔 좋은데 밤에는 복잡하고 정신없습니다.,4628
수영구,광안리해수욕장,자연,한국어,201509,2,오토바이도 많고 취객도많고 쓰레기도많아요,4629
수영구,광안리해수욕장,자연,한국어,201410,5,한발자국만 가면 바다! 정말 놀라웠다!,4630
수영구,광안리해수욕장,자연,한국어,201410,5,도시지만 한 발자국만 가면 그냥 바다다!,4631
수영구,광안리해수욕장,자연,한국어,201410,5,모래사장이 깔려있고 주변에 먹기 좋은 음식점과 카페들이 즐비하다!,4632
수영구,광안리해수욕장,자연,한국어,201410,5,밤에는 광안대교를 보며 맛 좋은 음식들을 먹을 수 있다!,4633
수영구,광안리해수욕장,자연,한국어,201501,4,밤에 방문해서 광안대교 야경을 보며,4634
수영구,광안리해수욕장,자연,한국어,201501,4,맥주먹기 해운대 다음으로 유명한 곳이지만,4635
수영구,광안리해수욕장,자연,한국어,201501,4,해운대보다 덜 상업적이고 더 세련된 해수욕장입니다.,4636
수영구,광안리해수욕장,자연,한국어,201501,4,해변가 앞에 위치한 음식점,4637
수영구,광안리해수욕장,자연,한국어,201501,4,바들이 밤에 분위기를 더 좋게 만듭니다.,4638
수영구,광안리해수욕장,자연,한국어,201509,5,"광안리에있는 카레우동 집 ""코로코로키친"" 광안리에는 코로코로키친이라는 곳이 있어요",4639
수영구,광안리해수욕장,자연,한국어,201509,5,카레우동을 처음 먹었을땐 우와 이런 맛이! 했었어요,4640
수영구,광안리해수욕장,자연,한국어,201509,5,그뒤로도 자주자주 가는 몇 안되는 맛있는 음식점이 있습니다,4641
수영구,광안리해수욕장,자연,한국어,201509,5,금련산 역에서 나오면 해수욕장방면에 위치하고 있어요,4642
수영구,광안리해수욕장,자연,한국어,201509,5,돈까스도 함께 나오니 맛있게 드셔보세요~~,4643
수영구,광안리해수욕장,자연,한국어,201509,5,광안리가 내다보이눈,4644
수영구,광안리해수욕장,자연,한국어,201509,5,맛집! 추천!,4645
수영구,광안리해수욕장,자연,한국어,201505,4,광안리 해변 광안대교도 한눈에 볼수 있고 해운대보다 붐비지 않아서~ 좋아요,4646
수영구,광안리해수욕장,자연,한국어,201505,4,수변공원에서 맛있는 걸 먹는 재미도 잇구요,4647
수영구,광안리해수욕장,자연,한국어,201411,4,바다가 가까운 곳,4648
수영구,광안리해수욕장,자연,한국어,201411,4,사람들이 가까운 곳 광안리는 흥미로운 공간이다.,4649
수영구,광안리해수욕장,자연,한국어,201411,4,그곳에는 정말 온갖 사람들이 몰려든다.,4650
수영구,광안리해수욕장,자연,한국어,201411,4,데이트하는 여인,4651
수영구,광안리해수욕장,자연,한국어,201411,4,멀리서 찾아온 어린 소녀들,4652
수영구,광안리해수욕장,자연,한국어,201411,4,운동하는 남자,4653
수영구,광안리해수욕장,자연,한국어,201411,4,개를 데리고 산책하는 부부,4654
수영구,광안리해수욕장,자연,한국어,201411,4,윈드서핑을 하는 젊은이,4655
수영구,광안리해수욕장,자연,한국어,201411,4,자율학습을 빼먹은 여고생,4656
수영구,광안리해수욕장,자연,한국어,201411,4,혹은 여중생,4657
수영구,광안리해수욕장,자연,한국어,201411,4,노숙자,4658
수영구,광안리해수욕장,자연,한국어,201411,4,술 취한 사람,4659
수영구,광안리해수욕장,자연,한국어,201411,4,장사하는 사람,4660
수영구,광안리해수욕장,자연,한국어,201411,4,주차하나는 사람,4661
수영구,광안리해수욕장,자연,한국어,201411,4,그런가 하면 불륜의 커플들,4662
수영구,광안리해수욕장,자연,한국어,201411,4,미녀 사냥꾼들. 이렇게 다양한 사람들이 가면을 쓰고 모이는 곳. 그리고 그들이 바다를 보면서 자신의 목적을 이룰 수 있도록 만드는 카페와 식당과 술집과 호텔과 거리들. 사람 사는 냄새가 많이 나지만,4663
수영구,광안리해수욕장,자연,한국어,201411,4,궁극적으로는 관광지이자 피서지. 바다가 가까워서 그런지 그곳에는 지상의 것이 아닌 것들로 보이는 것까지 몰려든다.,4664
수영구,광안리해수욕장,자연,한국어,201507,4,좋아하는 해변 해운대보다 규모가 작고 예쁜 해변. 조금 더 조용한 느낌이라 선호함. 바닷가 커피숍들도 독특한 곳이 많아 재미있고 경치도 좋음.,4665
수영구,광안리해수욕장,자연,한국어,201508,5,광안대교가 한눈에 볼수 있는 곳 여름 해수욕장으로 방문 하였습니다. 해운대 보다 덜 복잡하고 야경도 멋진 곳이더군요.,4666
수영구,광안리해수욕장,자연,한국어,201508,5,광안대교가 참 인상이 깊었습니다.,4667
수영구,광안리해수욕장,자연,한국어,201412,3,"""부산야경은 역시 광안리ㅜ 누가뭐래도 부산야경은 역시 광안리대교!! 예전만큼 조명이 많이 들어오지 않아서 아쉬웠지만 항상 그리운 곳이에요""",4668
수영구,광안리해수욕장,자연,한국어,201412,3,부산바다는 .. 또 가고싶어요,4669
수영구,광안리해수욕장,자연,한국어,201412,3,부산!,4670
수영구,광안리해수욕장,자연,한국어,201505,5,복잡한 해운대가 싫다면 광인리도 굿~ 해운대 보다는 덜 복잡하고,4671
수영구,광안리해수욕장,자연,한국어,201505,5,아름다운 광안대교가 눈앞에 펼쳐있어 Sun bathing하기 좋은 곳입니다.,4672
수영구,광안리해수욕장,자연,한국어,201505,5,맛집도 있고,4673
수영구,광안리해수욕장,자연,한국어,201505,5,전경이 멋져요~!,4674
수영구,광안리해수욕장,자연,한국어,201506,5,초여름이 진리... 6월 말 초여름이 될 무렵에 갔습니다.,4675
수영구,광안리해수욕장,자연,한국어,201506,5,부산사람이지만 여름이 되면 해운대나 광안리해수욕장 부근은 그다지 선호하지 않는데요.,4676
수영구,광안리해수욕장,자연,한국어,201506,5,초여름에 가면 사람들도 그렇게 많지 않아 바글대지 않는 해수욕장에서 선선한 바람과 함께 바닷풍경을 감상하실 수 있어요.,4677
수영구,광안리해수욕장,자연,한국어,201506,5,모래사장에 누워 일광욕하기도 좋아요.,4678
수영구,광안리해수욕장,자연,한국어,201506,5,부근에 카페가 많은데 스타벅스나 커피스미스 2층자리에 앉으면 광안리의 예쁜 풍경을 바라보며 차 한잔 할 수 있답니다.,4679
수영구,광안리해수욕장,자연,한국어,201506,5,스타벅스 2층에서 찍은 사진도 함께 첨부합니다.,4680
수영구,광안리해수욕장,자연,한국어,201507,4,밤이 즐거운곳! 사실.. 광안리의 낮은 수영하고 놀기에는 별로에요~ 하지만 광안리 해변을 따라 형성되어있는 레스토랑&커피숍이 참 좋아요,4681
수영구,광안리해수욕장,자연,한국어,201507,4,다 테라스가 있고 바다를 보며 식사할수 있어서,4682
수영구,광안리해수욕장,자연,한국어,201507,4,낮 밤으로 언제가도 참 좋다는~ 특히 광안대교에 불이 들어온 저녁이 참좋고 여름이면 길을 막아서 차들이 못들어오게 되어있어서 더욱 좋은듯 합니다.,4683
수영구,광안리해수욕장,자연,한국어,201507,4,바다앞 레스토랑에서 즐거운 맥주 or 커피 추천합니다~!,4684
수영구,광안리해수욕장,자연,한국어,201409,5,밤바다가 너무도 아름다운 곳! 해마다 가을이면 펼쳐지는 광안리의 불꽃놀이는 꼭 한번 구경하라고 권해보고 싶은 곳인데 올해는 유료로 되었다는 씁쓸한 소식이 전해 오네요!,4685
수영구,광안리해수욕장,자연,한국어,201409,5,왜 이런 것으로 위화감을 만들어 주는지......,4686
수영구,광안리해수욕장,자연,한국어,201501,4,근처횟집맛나용 ㅎㅎ,4687
수영구,광안리해수욕장,자연,한국어,201501,4,근처 횟집에서 회도먹고 불꽃놀이도 하고 (해운대는 폭죽안되는데 여기는 되었던것같기도하고..확실치않네요) 바람쐬는게 넘 좋았네요,4688
수영구,광안리해수욕장,자연,한국어,201507,5,광안대교 음악쑈 꼭 보세요,4689
수영구,광안리해수욕장,자연,한국어,201507,5,광안대교 음악쑈 내가 간 날은 빠빠빠 등 몇곡이었눈데 광안대교도 쑈를 하고 바닷가에서 공연팀도 쑈를 한다 꼭 밤에 가 볼 것,4690
수영구,광안리해수욕장,자연,한국어,201505,5,아름다운 야경,4691
수영구,광안리해수욕장,자연,한국어,201505,5,잊지 못할 추억! 광안히 해변에 위치한 호텔에서 바라보는 야경은 정말 환상적이다.,4692
수영구,광안리해수욕장,자연,한국어,201505,5,광안대교의 야경은 정말 잊을 수 없다.,4693
수영구,광안리해수욕장,자연,한국어,201505,5,주변에 많은 식당과 술집이 있어 편리했고 특히 장어구이와 돼지구이는 정말 맛있었다.,4694
수영구,광안리해수욕장,자연,한국어,201505,5,한여름밤의 꿈은 이런게 아닐까 싶다.,4695
수영구,광안리해수욕장,자연,한국어,201506,5,횟집이 와...,4696
수영구,광안리해수욕장,자연,한국어,201506,5,횟집이 너무 많아서 어디 가야 될지 모를정도로 많더라구요,4697
수영구,광안리해수욕장,자연,한국어,201506,5,맛이있고 싱싱한 회를 먹을수 있어서 그리고 멋진 야경을 볼수있어서 좋은 곳이라 추천합니다,4698
수영구,광안리해수욕장,자연,한국어,201506,5,광안대교의 불빛 광안리에 놀러갔는데 광안대교의 불빛과 수변공원의 회! 정말죽여줬어요ㅎㅎ,4699
수영구,광안리해수욕장,자연,한국어,201506,5,앞으로도 수변공원과 광안리해수욕장을 자주이용해야겠어요ㅎㅎ,4700
수영구,광안리해수욕장,자연,한국어,201506,5,재밌었어요ㅎㅎ,4701
수영구,광안리해수욕장,자연,한국어,201503,4,행복해용 택시타구 광안리 가는길... 야경아 느무 멋있다 사랑하는 사람과 같이 있으니 무조건 좋다 다닞 호객행위가 심해서 눈/살이 찌뿌려진다,4702
수영구,광안리해수욕장,자연,한국어,201504,4,밤에 가면 멋져요 해운대에서 약간 떨어진 해변이에요.,4703
수영구,광안리해수욕장,자연,한국어,201504,4,횟집들이 많고 카페들도 많아요.,4704
수영구,광안리해수욕장,자연,한국어,201504,4,맥주 한잔 하며 바라보면 광안대교의 조명이 아름다와서 낭만적이에요.,4705
수영구,광안리해수욕장,자연,한국어,201504,4,좋아하는 사람과 오면 기억에 남을거 같아요.,4706
수영구,광안리해수욕장,자연,한국어,201503,5,해운대보다 더 멋졌어요,4707
수영구,광안리해수욕장,자연,한국어,201503,5,광안대교가 있어 그런지 해운대보다 풍경이 더 멋있습니다.,4708
수영구,광안리해수욕장,자연,한국어,201503,5,특히 야경이 GOOD! 지하철에서는 조금 걸어야 하니 버스를 이용하는게 더 낫습니다.,4709
수영구,광안리해수욕장,자연,한국어,201409,3,야경이 멋진 바닷가 너무 유명한 광안대교가 펼쳐진 바닷가 근처 펍같은 곳에 외국인도 아주 많았음,4710
수영구,광안리해수욕장,자연,한국어,201409,3,횟센터도 여러곳 있어서 구경하고 요기하기 좋음,4711
수영구,광안리해수욕장,자연,한국어,201409,3,지하철 역은 생각보다 좀 걸어야해서 힘들었음.,4712
수영구,광안리해수욕장,자연,한국어,201405,5,해운대와는 또 다른 느낌의 해변 부산을 방문하면 꼭 들르게 되는 곳. 해운대와는 또 다른 멋을 느낄 수 있는 곳입니다. 해운대와 달리 광안리는 해변으로 내려가는 턱이 낮고 무엇보다 아름다운 광안대교를 전경으로 볼 수 있는 곳이기에 특히나 밤에 더 가고픈 곳입니다.,4713
수영구,광안리해수욕장,자연,한국어,201405,5,야경이 아름다워서인지 광안리에는 유독 카페와 주점이 많은게 아닐지^^ 누구나에게 추천하고 싶지만 특히 연인들에게 추천하고 싶은 이유도 바로 야경이 멋지기 때문입니다.,4714
수영구,광안리해수욕장,자연,한국어,201405,5,비가와도 운치있고,4715
수영구,광안리해수욕장,자연,한국어,201405,5,날씨가 맑아도 좋고.,4716
수영구,광안리해수욕장,자연,한국어,201407,5,부산에 간다면 꼭 이곳에서 밤을 보내세요,4717
수영구,광안리해수욕장,자연,한국어,201407,5,바다를 끼고 있는 길이,4718
수영구,광안리해수욕장,자연,한국어,201407,5,여름에는 차가 못들어오게 막힙니다.,4719
수영구,광안리해수욕장,자연,한국어,201407,5,음악 연주를 하는 사람도 많고 산책하는 사람도 많고 바다를 바라보며 맥주를 마실 Bar도 많이 있습니다.,4720
수영구,광안리해수욕장,자연,한국어,201407,5,반짝이는 광안리를 바라보며 맥주하면 good!!,4721
수영구,광안리해수욕장,자연,한국어,201407,5,야경대박광안리 여긴 야경이 이쁜 곳이라고 들었는데 실제로 가서 보면 너무 예뻐서 계속 셔터만 누르고 있게 돼요~,4722
수영구,광안리해수욕장,자연,한국어,201407,5,해수욕은 하지 않았지만 광안리에서 야경을 보며 들리는 노랫소리에 귀를 기울이는 것도 좋은 추억이 될 것 같아요.,4723
수영구,광안리해수욕장,자연,한국어,201407,5,밤의 광안리는 상당히 감성적인 장소에요!,4724
수영구,광안리해수욕장,자연,한국어,201308,5,내가 좋아하는 광안리! 일단,4725
수영구,광안리해수욕장,자연,한국어,201308,5,맑은 물을 기대하신다면 실망 한바가지..ㅠㅠ,4726
수영구,광안리해수욕장,자연,한국어,201308,5,물은 깨끗하지 않아요.,4727
수영구,광안리해수욕장,자연,한국어,201308,5,하지만 해운대에 비해선 상업적인면이 덜 하고,4728
수영구,광안리해수욕장,자연,한국어,201308,5,조금 걸어가면 회센터가 있어 회를 싸게 먹을 수 있습니다.,4729
수영구,광안리해수욕장,자연,한국어,201308,5,회를 골라서 자리값 내면 가게에서도 먹을 수 있더라고요.,4730
수영구,광안리해수욕장,자연,한국어,201308,5,특히 광안리는 밤에 이쁜데요,4731
수영구,광안리해수욕장,자연,한국어,201308,5,밤에 보는 다리가 정말 예술임.,4732
수영구,광안리해수욕장,자연,한국어,201308,5,해운대도 물론 시끌 버끌 매력이 있지만,4733
수영구,광안리해수욕장,자연,한국어,201308,5,저는 광안리 강추!!,4734
수영구,광안리해수욕장,자연,한국어,201406,5,여름밤 수변공원!!! 여름에 수변공원가서 돗자리깔고 먹는 회가 최고죠!!!!!,4735
수영구,광안리해수욕장,자연,한국어,201406,5,광안대교보면서 근처 회센터에서 사온 회와 치킨이면 광안리의 진짜 매력을 맛볼수있어요,4736
수영구,광안리해수욕장,자연,한국어,201402,5,밤에가면 더 좋습니다,4737
수영구,광안리해수욕장,자연,한국어,201402,5,광안리에 있는카페에서 커피한잔하는 거 정말 좋아해요,4738
수영구,광안리해수욕장,자연,한국어,201402,5,광안대교 아경을 보면서 커피한잔하면 더 좋지요,4739
수영구,광안리해수욕장,자연,한국어,201402,5,부산여행길이라면 한번 여행을 정리해보는것도 어떨까요?,4740
수영구,광안리해수욕장,자연,한국어,201305,5,해면에서의 나른한 오후 해안가 따라 산책하면서 커피 혹은 맥주 한 잔의 여유를 즐길 수 있답니다....,4741
수영구,광안리해수욕장,자연,한국어,201305,5,광안대교의 일부분과 백남준 비디오 아트 등 구석구석 숨은 조형물이 있어 구경하기 좋아요.,4742
수영구,광안리해수욕장,자연,한국어,201305,5,야경이 예쁩니다.,4743
수영구,광안리해수욕장,자연,한국어,201305,5,인터넷에서 보고 지어진 다리가 라이트업된 게 너무 예뻐서 가보고 싶었습니다.,4744
수영구,광안리해수욕장,자연,한국어,201305,5,활 모양의 해변도 예뻤고,4745
수영구,광안리해수욕장,자연,한국어,201305,5,활어회 센터에서 개인실에 불이 켜지는 것을 기다리고 있었습니다.,4746
수영구,광안리해수욕장,자연,한국어,201305,5,회는 굉장히는 아니었지만 1인분의 양이 너무 많아서 못먹을 정도였습니다.,4747
수영구,광안리해수욕장,자연,한국어,201305,5,2명이서 1인분을 시키면 충분하다고 생각했습니다.,4748
수영구,광안리해수욕장,자연,한국어,201303,5,조용한 작은 바다 아침엔 햇살 쏟아짐이 저녁엔 바다의 향이 좋은 곳임.,4749
수영구,광안리해수욕장,자연,한국어,201303,5,주변에 커피집도 많아서 창 넓은 집에 앉아서 바라보는 전경도 좋음,4750
