category,word,pol
0,매력/NNG_있/VV_상품/NNG,1
0,노점/NNG_가게/NNG_많/VA,1
0,많/VA_노점/NNG_가게/NNG,1
0,왠만/XR_브랜드/NNG_있/VA,1
0,많/VA_거리/NNG_쇼핑/NNG,1
0,다양/XR_ㄴ/NNG_시품/NNG,1
0,백화점/NNG_넓/VA_다양/XR,1
0,쇼핑/NNG_거리/NNG_없/VA,-1
0,쇼핑/NNG_특징/NNG_없/VA,-1
0,면세점/NNG_작/VA_아쉽/VA,-1
0,좋/VA_장소/NNG_쇼핑/NNG,1
0,좋/VA_가족/NNG_선물/NNG,1
0,잼/NNG_있/VV_아이템/NNG,1
0,브랜드/NNG_왠만/XR_있/VA,1
0,물건/NNG_사람/NNG_많/VA,1
0,많/VA_카페/NNG_상점/NNG,1
0,브랜드/NNP_노/NNP_많/VA,1
0,좋/VA_거리/NNG_쇼핑/NNG,1
0,쇼핑/NNG_공간/NNG_좋/VA,1
0,즐겁/VA_원/NNG_물건/NNG,1
0,쇼핑/NNG_기분/NNG_좋/VA,1
1,좋/VA_주변/NNG_카페/NNG,1
1,좋/VA_횟집/NNG_카페/NNG,1
1,가볍/VA_생각/NNG_맛/NNG,1
1,좋/VA_근처/NNG_횟집/NNG,1
1,특별/NNG_없/VA_씨앗/NNG,-1
1,좋/VA_부산/NNP_오뎅/NNG,1
1,좋/VA_스파/NNP_음식/NNG,1
1,생선/NNG_물건/NNG_좋/VA,1
1,좋/VA_주변/NNG_술집/NNG,1
1,좋/VA_주변/NNG_조개/NNG,1
1,음식/NNG_있/VV_인상깊/VA,1
1,맛/NNG_보통/NNG_괜찮/VA,1
1,음식/NNG_잘/MAG_나오/VV,1
1,예전/NNG_못하/VA_맛/NNG,-1
1,입/NNG_동시/NNG_즐겁/VA,1
1,음식/NNG_형편/NNG_없/VA,-1
1,짜/VV_씨앗/NNG_호떡/NNG,1
1,맛/NNG_그냥/MAG_그렇/VA,-1
1,맛/NNG_그저/MAG_그렇/VA,-1
2,가게/NNG_있/VV_특색/NNG,1
2,수많/VA_유명/XR_맛집/NNG,1
2,맛집/NNG_근처/NNG_많/VA,1
2,많/VA_거리/NNG_맛집/NNG,1
2,각종/NNG_맛/NNG_집/NNG,1
2,많/VA_구당/NNG_빵집/NNG,1
2,많/VA_근처/NNG_까페/NNG,1
2,카페/NNP_근처/NNG_많/VA,1
2,술집/NNG_근처/NNG_많/VA,1
2,음식/NNG_종류/NNG_많/VA,1
2,호떡/NNG_비롯/XR_다양/XR,1
2,먹/VV_거리/NNG_넘쳐나/VV,1
2,먹거리/NNG_고르/VV_쉽/VA,1
2,많/VA_주변/NNG_카페/NNG,1
2,괜찮/VA_음식점/NNG_없/VA,-1
2,먹/VV_거리/NNG_다양/NNG,1
2,많/VA_구이/NNG_음식/NNG,1
2,카페/NNG_많이/MAG_있/VA,1
2,카페/NNG_많이/MAG_있/VA,1
2,카페/NNP_주변/NNG_많/VA,1
2,먹/VV_거리/NNG_많이/MAG,1
2,주위/NNG_카페/NNG_있/VA,1
2,식당/NNG_많이/MAG_있/VA,1
2,카페/NNG_거리/NNG_있/VA,1
2,포차/NNG_많이/MAG_있/VA,1
2,이것저것/NNG_먹/VV_좋/VA,1
2,카페/NNG_제법/MAG_있/VA,1
2,중식/NNG_여러/MM_곳/NNG,1
3,비용/NNG_무시/NNG_없/VA,-1
3,요금/NNG_있/VA_올라가/VV,-1
3,특별/NNG_없/VA_제값/NNG,-1
3,절반/NNG_되/VV_가격/NNG,1
3,가격/NNG_빼/VV_완벽/NNG,-1
3,가격/NNG_제외/NNG_좋/VA,-1
3,좋/VA_생각/NNG_가격/NNG,1
3,가격/NNG_생각/NNG_높/VA,-1
3,가격/NNG_시설/NNG_좋/VA,1
3,흥정/NNG_재미/NNG_있/VA,1
3,가격/NNG_대비/NNG_좋/VA,1
3,많/VA_주차/NNG_요금/NNG,-1
3,부담/NNG_않/VX_가격/NNG,1
3,가격/NNG_대비/NNG_짧/VA,-1
3,통행료/NNG_있/VA_흠/NNG,-1
3,비용/NNG_부담/NNG_않/VX,1
3,유료/NNG_시설/NNG_많/VA,-1
3,입장료/NNG_아깝/VA_않/VX,1
4,가격/NNG_비슷/XR_신선/XR,1
4,저렴/XR_가격/NNG_맛/NNG,1
4,비싸/VA_생각/NNG_회/NNP,-1
4,저렴/XR_가격/NNG_신선/XR,1
4,야채/NNG_가격/NNG_싸/VA,1
4,가격/NNG_괜찮/VA_맛/NNG,1
4,부담/NNG_없/VA_식당/NNG,1
4,야채/NNG_싸/VV_구입/NNG,1
4,저렴/XR_가격/NNG_맛있/VA,1
4,국밥/NNG_골목/NNG_싸/VA,1
4,위스/NNP_키바/NNP_싸/VA,1
4,밀면/NNP_집/NNG_저렴/XR,1
4,식사/NNG_시장/NNG_싸/VA,1
4,가격/NNG_깡패/NNG_먹/VV,-1
4,회/NNP_센타/NNP_저렴/XR,1
4,부담/NNG_가격/NNG_먹/VV,-1
4,비싸/VA_않/VX_수산물/NNG,1
4,맛있/VA_가격/NNG_저렴/XR,1
4,맥주/NNG_잔/NNG_비싸/VA,-1
4,맛/NNG_있/VA_바가지/NNG,-1
5,쇼핑/NNG_타운/NNG_싸/VA,1
5,기념품/NNG_비싸/VA_않/VX,1
6,딜러/NNG_붙임/NNG_없/VA,-1
6,말/NNG_식당/NNG_싹싹/XR,1
6,웃/VV_고객/NNG_상대/NNG,1
6,인상/NNG_설명/NNG_좋/VA,1
6,점원/NNG_붙임/NNG_없/VA,-1
6,직원/NNG_친절/NNG_않/VX,-1
6,친절/NNG_거리/NNG_멀/VA,-1
7,교통/NNG_상황/NNG_좋/VA,1
7,교통/NNG_원활/NNG_않/VX,-1
7,교통편/NNG_안/MAG_좋/VA,-1
7,길/NNG_생각/NNG_복잡/XR,-1
7,길/NNG_찾아가/VV_어렵/VA,-1
7,노선/NNG_있/VA_일부/NNG,-1
7,대중교통/NNG_가/VV_멀/VA,-1
7,대중교통/NNG_타/VV_쉽/VA,1
7,되/VV_환승/NNG_구간/NNG,1
7,들어가/VV_어렵/VA_길/NNG,-1
7,배차/NNG_간격/NNG_넓/VA,-1
7,버스/NNG_방문/NNG_있/VA,1
7,버스/NNG_안/MAG_다니/VV,-1
7,버스/NNG_타/VV_추천/NNG,1
7,시내/NNG_거리/NNG_있/VA,-1
7,앞/NNG_지하철/NNG_있/VA,1
7,위치/NNG_관광/NNG_좋/VA,1
7,이동/NNG_많/VA_시간/NNG,-1
7,이동/NNG_하/VV_불편/NNG,-1
7,잦/VA_운행/NNG_필요/NNG,-1
7,좋/VA_대중/NNG_교통/NNG,1
7,좋/VA_않/VX_공항버스/NNG,-1
7,좋/VA_역/NNG_접근성/NNG,1
7,지하철/NNG_내리/VV_가/VV,1
7,지하철/NNG_다니/VV_않/VX,-1
7,지하철/NNG_역/NNG_있/VV,1
7,지하철/NNG_잘/MAG_되/VV,1
7,진입/NNG_통로/NNG_많/VA,1
7,차/NNG_이동/NNG_편하/VA,1
7,환승/NNG_비교/NNG_쉽/VA,1
7,지하철역/NNG_가/VV_있/VA,1
7,대중교통/NNG_가/VV_있/VV,1
7,걸어가/VV_있/VV_거리/NNG,1
7,가/VV_시간/NNG_잡아먹/VV,-1
7,노선/NNG_이해/NNG_쉽/VA,1
7,승용차/NNG_있/VA_편하/VA,1
7,도보/NNP_내려가/VV_있/VV,1
7,역/NNP_내리/VV_바로/MAG,1
7,도보/NNG_가/VV_무리/NNG,-1
7,찾아가/VV_힘/NNG_듬/NNG,-1
7,기사/NNG_잘/MAG_모르/VV,-1
7,지하철/NNG_타/VV_편하/VA,1
7,열차/NNG_있/VA_편리/NNG,1
7,지하철/NNG_복잡/XR_않/VX,1
7,뚜벅/MAG_여행/NNG_좋/VA,1
7,대교/NNG_건너/VV_빠르/VA,1
7,센텀/NNP_시티/NNG_있/VV,1
7,대중교통/NNG_가/VV_걷/VV,-1
7,대중교통/NNG_가/VV_걷/VV,-1
7,버스/NNG_타/VV_금방/MAG,1
7,지하철/NNG_내리/VV_걷/VV,-1
7,송도/NNG_가/VV_불편/NNG,-1
7,대중교통/NNG_가/VV_쉽/VA,1
7,대중교통/NNG_가/VV_좋/VA,1
7,버스/NNG_이용/NNG_가/VV,1
7,지하철/NNG_선/NNG_가/VV,1
7,도로/NNG_정비/NNG_되/VV,1
7,여행/NNG_좋/VA_위치/NNG,1
7,택시/NNG_타/VV_까다롭/VA,-1
7,도보/NNG_거리/NNG_되/VV,-1
7,바로/MAG_앞/NNG_내리/VV,1
7,종점/NNG_찾아가/VV_쉽/VA,1
7,환승/NNG_구간/NNG_길/VA,-1
7,센텀/NNP_가깝/VA_곳/NNG,1
8,쉽/VA_차량/NNG_출입/NNG,1
8,주차/NNG_걱정/NNG_없/VA,1
8,주차/NNG_고민/NNG_없/VA,1
8,주차/NNG_곳/NNG_협소/XR,-1
8,주차/NNG_때/NNG_힘들/VA,-1
8,주차/NNG_하/VV_부담/NNG,-1
8,주차공간/NNG_많/VA_않/VX,-1
8,주차/NNG_공간/NNG_널/VV,1
8,주차/NNG_공간/NNG_넓/VA,1
8,주차/NNG_공간/NNG_없/VA,-1
8,주차/NNG_공간/NNG_좁/VA,-1
8,주차/NNG_시설/NNG_많/VA,1
8,주차장/NNG_안/MAG_좋/VA,-1
8,주차장/NNG_잘/MAG_되/VV,1
8,주차장/NNG_줄/NNG_길/VA,-1
8,주차/NNG_요금/NNG_받/VV,-1
8,주차/NNG_인근/NNG_하/VV,1
8,주차/NNG_요금/NNG_없/VA,1
9,문화/NNG_공간/NNG_넓/VA,1
9,있/VV_휴게/NNG_공간/NNG,1
9,좋/VA_편의/NNG_시설/NNG,1
9,많/VA_편의/NNG_시설/NNG,1
9,편의/NNG_시설/NNG_있/VA,1
9,넓/VA_휴식/NNG_공간/NNG,1
9,있/VV_편의/NNG_시설/NNG,1
9,휴식/NNG_공간/NNG_되/VV,1
9,휴게/NNG_시설/NNG_되/VV,1
9,넓/VA_편의/NNG_시설/NNG,1
9,먹/VV_최고/NNG_휴식/NNG,1
9,있/VA_외족/NNG_욕탕/NNG,1
9,외족/NNG_욕탕/NNG_있/VA,1
9,편의/NNG_시설/NNG_많/VA,1
9,편의/NNG_시설/NNG_같/VA,1
9,편의/NNG_시설/NNG_있/VV,1
9,좋/VA_주변/NNG_편의/NNG,1
9,있/VV_휴식/NNG_공간/NNG,1
9,편안/NNG_주/VV_공간/NNG,1
9,편의/NNG_시설/NNG_좋/VA,1
9,많/VA_주변/NNG_편의/NNG,1
9,휴식/NNG_공간/NNG_없/VA,-1
9,편의/NNG_시설/NNG_없/VA,-1
10,화장실/NNG_찾/VV_힘들/VA,-1
10,찾/VV_힘들/VA_화장실/NNG,-1
10,화장실/NNG_안/MAG_좋/VA,-1
11,역사/NNG_관심/NNG_있/VV,1
12,안내/NNG_요원/NNG_없/VA,-1
14,가족/NNG_방문/NNG_좋/VA,1
14,가족/NNG_여행/NNG_좋/VA,1
14,좋/VA_가족/NNG_단위/NNG,1
14,좋/VA_산책/NNG_코스/NNG,1
14,친구/NNG_좋/VA_시간/NNG,1
14,포토/NNG_스팟/NNG_많/VA,1
14,가족/NNG_동반/NNG_좋/VA,1
14,걱정/NNG_말/VV_다녀오/VV,1
14,사진/NNG_예쁘/VA_나오/VV,1
14,부모/NNG_방문/NNG_좋/VA,1
14,방문/NNG_부담/NNG_없/VA,1
14,여행/NNG_존/NNP_잼/NNG,1
14,존/NNP_잼/NNG_여행/NNG,1
14,해수욕장/NNG_있/VV_좋/VA,1
14,있/VV_좋/VA_해수욕장/NNG,1
14,밤바다/NNG_시원/XR_좋/VA,1
14,좋/VA_깨끗/XR_밤바다/NNG,1
14,친구/NNG_동반/NNG_좋/VA,1
14,아이/NNG_케어/NNG_좋/VA,1
14,산책/NNG_관광/NNG_좋/VA,1
14,불어오/VV_바람/NNG_좋/VA,1
14,야경/NNG_분위/NNG_좋/VA,1
14,가족/NNG_가도/NNG_좋/VA,1
14,가도/NNG_좋/VA_가족/NNG,1
14,좋/VA_가족/NNG_가도/NNG,1
14,공연/NNG_구경/NNG_좋/VA,1
14,바다/NNG_감상/NNG_좋/VA,1
14,감상/NNG_좋/VA_인근/NNG,1
14,맘/NNG_들/VV_바닷가/NNG,1
14,좋/VA_야외/NNG_온천/NNG,1
14,공원/NNG_존재/NNG_좋/VA,1
14,좋/VA_자연/NNG_공원/NNG,1
14,사진/NNG_찍/VV_추억/NNG,1
14,경험/NNG_하/VV_좋아하/VV,1
14,유명/XR_곳/NNG_완벽/NNG,1
14,좋/VA_심야/NNG_공원/NNG,1
14,가족/NNG_쉽/VA_방문/NNG,1
14,속/NNG_뚫리/VV_느낌/NNG,1
14,좋/VA_드라이브/NNG_좋/VA,1
14,체험/NNG_아이/NNG_좋/VA,1
14,인상깊/VA_남/VV_가족/NNG,1
14,좋/VA_바람/NNG_아래/NNG,1
14,이야기/NNG_나누/VV_좋/VA,1
14,좋/VA_주변/NNG_경관/NNG,1
14,사진/NNG_찍/VV_맛집/NNG,1
14,아이/NNG_방문/NNG_좋/VA,1
14,단점/NNG_있/VV_감수/NNG,1
14,멀티/NNG_공간/NNG_좋/VA,1
14,가족/NNG_합류/NNG_좋/VA,1
14,걸음/NNG_멈추/VV_곳/NNG,1
14,체험/NNG_좋/VA_아이/NNG,1
14,방문/NNG_연인/NNG_좋/VA,1
14,운치/NNG_있/VA_장소/NNG,1
14,여유/NNG_산책/NNG_있/VV,1
14,모두/NNG_사랑/NNG_받/VV,1
14,가족/NNG_가/VV_추천/NNG,1
14,연인/NNG_보/VV_강추/NNG,1
14,산책/NNG_가/VV_추천/NNG,1
14,조용/XR_원하/VV_실패/NNG,-1
14,이용/NNG_좁/VA_가족/NNG,-1
14,풍경/NNG_아름답/VA_않/VX,-1
14,분위기/NNG_나쁘/VA_않/VX,1
0,많/VA_낮/NNG_구경/NNG,1
0,쇼핑/NNG_원하/VV_좋/VA,1
0,구경/NNG_있/VV_곳/NNG,1
0,좋/VA_평범/XR_다양/NNG,1
0,구매/NNG_있/VV_나쁘/VA,-1
0,쇼핑/NNG_편하/VA_좋/VA,1
0,쇼핑/NNG_곳/NNG_많/VA,1
0,아이템/NNG_사/VV_좋/VA,1
0,상품/NNG_보/VV_쏠쏠/XR,1
0,기념품/NNG_사/VV_좋/VA,1
0,사기/VV_정신/NNG_없/VA,-1
0,볼거리/NNG_있/VA_않/VX,-1
0,볼거리/NNG_많/VA_않/VX,-1
0,브랜드/NNG_많/VA_않/VX,-1
1,맛/NNG_있/VA_카페/NNG,1
1,카페/NNG_맛/NNG_좋/VA,1
1,먹/VV_이야기/NNG_좋/VA,1
1,간/NNG_되/VV_입맛/NNG,1
1,깔끔/XR_느낌/NNG_먹/VV,1
1,추천/NNG_가/VV_맛보/VV,1
1,깔끔/XR_나오/VV_맛/NNG,1
1,음식/NNG_나쁘/VA_않/VX,1
1,맛/NNG_기/NNG_막히/VV,1
1,맛/NNG_잘/MAG_모르/VV,-1
1,음식/NNG_맛/NNG_지/VV,1
2,많/VA_보이/VV_횟집/NNG,1
2,많/VA_식사/NNG_곳/NNG,1
2,많/VA_유명/XR_식당/NNG,1
2,분식/NNG_점/NNG_많/VA,1
2,먹거리/NNG_많/VA_않/VX,-1
2,음식점/NNG_많/VA_않/VX,-1
2,맛집/NNG_못/MAG_보/VV,-1
2,먹/VV_거리/NNG_즐비/XR,1
2,먹/VV_거리/NNG_풍부/XR,1
2,각양각색/NNG_먹을거리/NNG,1
2,먹/VV_거리/NNG_풍부/XR,1
2,간단/XR_요기/NNG_좋/VA,1
2,카페/NNG_샵/NNP_많/VA,1
2,회/NNG_센터/NNG_많/VA,1
2,먹거리/NNG_찾/VV_쉽/VA,1
2,여러/MM_회/NNG_맛보/VV,1
2,고르/VV_먹/VV_재미/NNG,1
3,편하/VA_있/VV_가격/NNG,1
3,가성/NNG_비/NNG_좋/VA,1
3,할인/NNG_안/MAG_되/VV,-1
3,비싸/VA_않/VX_추천/NNG,-1
3,복잡/XR_않/VX_요금/NNG,1
3,나쁘/VA_않/VX_가격/NNG,1
3,적/VA_예산/NNG_즐기/VV,1
3,가격/NNG_맘/NNG_들/VV,1
3,가격/NNG_대/NNG_있/VA,-1
3,바가지/NNG_많/VA_않/VX,1
4,저렴/XR_가격/NNG_먹/VV,1
4,저렴/XR_많/VA_식당/NNG,1
4,먹/VV_가격/NNG_저렴/XR,1
4,싸/VA_명성/NNG_싱싱/XR,1
4,가격/NNG_좋/VA_맛/NNG,1
4,싸/VA_다양/XR_음식/NNG,1
4,마시/VV_가격/NNG_싸/VA,1
4,먹/VV_가격/NNG_비싸/VA,-1
4,먹/VV_이유/NNG_비싸/VA,-1
4,맥주/NNG_넘/VV_비싸/VA,-1
4,저렴/XR_만족/NNG_먹/VV,1
4,마시/VV_적당/XR_저렴/XR,1
4,저렴/XR_좋/VA_핑거/NNP,1
4,횟감/NNG_저렴/XR_않/VX,-1
4,카페/NNG_비싸/VA_않/VX,1
4,싸/VA_가격/NNG_맛있/VA,1
4,맛있/VA_가격/NNG_있/VV,-1
4,요리/NNG_싸/VA_값/NNG,1
4,맛있/VA_가격/NNG_있/VV,-1
4,먹/VV_방식/NNG_저렴/XR,1
4,회/NNG_싸/VA_가격/NNG,1
5,저렴/XR_다양/XR_옷/NNG,1
5,물건/NNG_값/NNG_싸/VV,1
6,상인/NNG_기/NNG_세/VA,-1
6,직원/NNG_있/VV_편하/VA,1
7,가/VV_때/NNG_편리/NNG,1
7,가/VV_방법/NNG_험난/XR,-1
7,교통/NNG_나쁘/VA_않/VX,1
7,교통/NNG_면/NNG_좋/VA,1
7,교통/NNG_안/MAG_좋/VA,-1
7,교통/NNG_잘/MAG_되/VV,1
7,교통편/NNG_좋/VA_않/VX,-1
7,버스/NNG_가/VV_힘들/VA,-1
7,버스/NNG_오/VV_힘들/VA,-1
7,버스/NNG_타/VV_편하/VA,1
7,버스/NNG_타/VV_힘들/VA,-1
7,부산역/NNP_멀/VA_않/VX,1
7,선/NNG_동선/NNG_좋/VA,1
7,시내/NNG_나가/VV_좋/VA,1
7,역/NNG_도보/NNG_있/VA,1
7,역/NNG_한참/NNG_멀/VA,-1
7,운전/NNG_가/VV_힘들/VA,-1
7,위치/NNG_안/MAG_좋/VA,-1
7,이어지/VV_길/NNG_있/VA,1
7,자가/NNG_가/VV_괜찮/VA,1
7,전철/NNG_잘/MAG_되/VV,1
7,접근/NNG_어렵/VA_않/VX,1
7,접근성/NNG_좋/VA_않/VX,-1
7,정류장/NNG_멀/VA_않/VX,1
7,지하철/NNG_타/VV_좋/VA,1
7,차/NNG_가/VV_추천/NNG,1
7,차/NNG_없/VA_불편/NNG,-1
7,차편/NNG_나쁘/VA_않/VX,1
7,터미널/NNG_멀/VA_않/VX,1
7,차/NNG_안/MAG_막히/VV,1
7,역/NNG_생각/NNG_걷/VV,-1
7,돌고돌/VV_힘들/VA_가/VV,-1
7,걷/VV_다니/VV_위치/NNG,1
7,역/NNG_걷/VV_금방/MAG,1
7,역/NNG_금방/MAG_오/VV,1
7,역/NNG_도보/NNG_가/VV,1
7,지하철/NNG_타/VV_가/VV,1
7,웬만/XR_명소/NNG_가/VV,1
7,택시/NNG_잡/VV_힘들/VA,-1
7,라인/NNG_복잡/XR_않/VX,1
7,공항/NNG_가/VV_수월/XR,1
7,잘/MAG_보/VV_찾아가/VV,-1
7,가/VV_생각/NNG_편하/VA,1
7,남포동/NNP_가/VV_좋/VA,1
7,개통/NNG_되/VV_편하/VA,1
7,환승/NNG_잘/MAG_되/VV,1
7,공항/NNG_가/VV_편하/VA,1
7,역/NNG_거리/NNG_있/VV,-1
7,대교/NNG_다니/VV_좋/VA,1
7,중심/NNG_멀/VA_곳/NNG,-1
7,자차/NNG_가/VV_편하/VA,1
7,택시/NNG_잡/VV_어렵/VA,-1
7,부산역/NNG_멀/VA_않/VX,1
7,남포동/NNP_쉽/VA_가/VV,1
7,광안리/NNP_멀/VA_않/VX,1
8,많/VA_주차/NNG_곳/NNG,1
8,주차/NNG_곳/NNG_없/VA,-1
8,주차/NNG_애/NNG_먹/VV,-1
8,주차/NNG_어렵/VA_않/VX,1
8,주차/NNG_용이/XR_않/VX,-1
8,주차/NNG_잘/MAG_되/VV,1
8,주차/NNG_때/NNG_없/VA,-1
8,주차/NNG_빡/MAG_세/VV,-1
8,주차/NNG_힘/NNG_들/VV,-1
9,힐링/NNG_되/VV_곳/NNG,1
9,공원/NNG_크/VA_깔끔/XR,1
9,휴식/NNG_좋/VA_곳/NNG,1
9,휴식/NNG_있/VV_곳/NNG,1
9,있/VV_휴게실/NNG_있/VV,1
9,소란/NNG_있/VV_곳/NNG,-1
10,화장실/NNG_빼/VV_좋/VA,-1
11,역사/NNG_깊/VA_곳/NNG,1
11,역사/NNG_살/VV_숨쉬/VV,1
13,구경/NNG_가/VV_세요/VV,1
13,꼭/MAG_코스/NNG_넣/VV,1
13,방문/NNG_하/VV_세요/VV,1
13,산책/NNG_하/VV_세요/VV,1
13,일정/NNG_꼭/MAG_넣/VV,1
13,방문/NNG_권하/VV_않/VX,-1
13,놀러오/VV_보/VV_세요/VV,1
13,구경/NNG_하/VV_세요/VV,1
14,좋/VA_산책/NNG_길/NNG,1
14,부담/NNG_없/VA_곳/NNG,1
14,좋/VA_곳/NNG_부모/NNG,1
14,뷰/NNP_감상/NNG_좋/VA,1
14,가족/NNG_가/VV_즐기/VV,1
14,좋/VA_사소/XR_유물/NNG,1
14,좋/VA_트이/VV_전망/NNG,1
14,좋/VA_가까이/NNG_보/VV,1
14,특별/NNG_곳/NNG_같/VA,1
14,깔끔/XR_느낌/NNG_좋/VA,1
14,추억/NNG_남기/VV_좋/VA,1
14,골목/NNG_멋/NNG_좋/VA,1
14,좋/VA_산/NNG_바다/NNG,1
14,즐기/VV_좋/VA_아이/NNG,1
14,전시/NNG_질/NNG_좋/VA,1
14,질/NNG_좋/VA_전시/NNG,1
14,울창/XR_나무/NNG_좋/VA,1
14,좋/VA_같/VA_어린이/NNG,1
14,당연/XR_사진/NNG_찍/VV,1
14,좋/VA_사진/NNG_남기/VV,1
14,좋/VA_포인트/NNG_있/VV,1
14,공간/NNG_넉넉/XR_좋/VA,1
14,데이트/NNG_하/VV_좋/VA,1
14,아이/NNG_좋/VA_곳/NNG,1
14,투어/NNG_있/VV_다양/XR,1
14,산책/NNG_길/NNG_좋/VA,1
14,경치/NNG_빼놓/VV_없/VA,1
14,폭/NNG_넓/VA_장점/NNG,1
14,사진/NNG_찍/VV_이쁘/VA,1
14,말/NNG_필요/NNG_없/VA,1
14,날씨/NNG_안/MAG_좋/VA,-1
14,기분/NNG_안/MAG_좋/VA,-1
14,지나가/VV_안/MAG_좋/VA,-1
14,좋/VA_코스/NNG_안/MAG,-1
14,공기/NNG_안/MAG_좋/VA,-1
14,않/VX_좋/VA_바닷가/NNG,-1
14,좋/VA_않/VX_산책로/NNG,-1
0,재미/NNG_있/VV_많/VA,1
0,가게/NNG_있/VA_많/VA,1
0,쇼핑/NNG_있/VV_좋/VA,1
0,쇼핑/NNG_있/VV_많/VA,1
0,좋/VA_있/VV_상품/NNG,1
0,좋/VA_곳/NNG_다양/XR,1
0,물건/NNG_있/VA_좋/VA,1
0,쇼핑/NNG_하/VV_좋/VA,1
0,쇼핑/NNG_놀/VV_좋/VA,1
0,종류/NNG_많/VA_않/VX,-1
0,많/VA_않/VX_구경/NNG,-1
1,먹/VV_때/NNG_맛/NNG,1
1,먹/VV_않/VX_추천/NNG,-1
1,맛/NNG_나쁘/VA_않/VX,1
1,돈/NNG_아깝/VA_먹/VV,-1
1,맛/NNG_잊/VV_못하/VX,1
2,맛있/VA_곳/NNG_많/VA,1
2,시장/NNG_먹/VV_많/VA,1
2,음식/NNG_먹/VV_많/VA,1
2,많/VA_좋/VA_횟집/NNG,1
2,맛/NNG_있/VV_다양/XR,1
2,이것저것/NNG_먹거리/NNG,1
2,카페/NNP_많/VA_않/VX,-1
2,식당/NNG_많/VA_않/VX,-1
2,야식/NNG_많/VA_않/VX,-1
2,카페/NNG_많/VA_않/VX,-1
2,맛집/NNG_있/VV_않/VX,-1
2,맛있/VA_곳/NNG_많/VA,1
2,먹/VV_거리/NNG_많/VA,1
2,맛있/VA_곳/NNG_많/VA,1
2,먹/VV_거리/NNG_없/VA,-1
2,먹/VV_거리/NNG_있/VA,1
2,여기저기/NNG_군것질/NNG,1
2,많/VA_음식/NNG_파/VV,1
2,스낵바/NNG_군데군데/NNG,1
3,좋/VA_하/VV_가격/NNG,1
3,돈/NNG_내/VV_아깝/VA,-1
3,좋/VA_같/VA_가격/NNG,1
3,가격/NNG_싸/VA_않/VX,-1
4,저렴/XR_시/NNG_먹/VV,1
4,싸/VA_않/VX_비빔/NNG,-1
4,비싸/VA_안/MAG_먹/VV,-1
4,시장/NNG_싸/VA_않/VX,-1
4,싸/VA_값/NNG_맛있/VA,1
4,싸/VA_많/VA_횟집/NNG,1
4,노점/NNG_싸/VA_않/VX,-1
6,비호감/NNG_큐레이터/NNG,-1
6,안/MAG_사/VV_욕/NNG,-1
7,근처/NNG_자갈치시장/NNP,1
7,가/VV_길/NNG_복잡/XR,-1
7,자갈치시장/NNP_근처/NNG,1
7,길/NNG_찾/VV_어렵/VA,-1
7,가/VV_버스/NNG_있/VA,1
7,거리/NNG_멀/VA_않/VX,1
7,길/NNG_막히/VV_않/VX,1
7,길/NNG_어렵/VA_않/VX,1
7,길/NNG_찾/VV_힘들/VA,-1
7,노선/NNG_많/VA_않/VX,-1
7,노선/NNP_많/VA_않/VX,-1
7,버스/NNG_있/VV_않/VX,-1
7,버스/NNG_타/VV_가/VV,1
7,버스/NNG_타/VV_쉽/VA,1
7,버스/NNG_타/VV_있/VV,1
7,시내/NNG_멀/VA_않/VX,1
7,용이/XR_오/VV_곳/NNG,1
7,위치/NNG_좋/VA_않/VX,-1
7,접근/NNG_쉽/VA_않/VX,-1
7,접근/NNG_있/VV_좋/VA,1
7,차/NNG_많/VA_번잡/XR,-1
7,차/NNG_없/VA_힘들/VA,-1
7,차/NNG_없/VA_힘들/VA,-1
7,찾아가/VV_쉽/VA_않/VX,-1
7,환승/NNG_되/VV_않/VX,-1
7,환승/NNG_멀/VA_않/VX,1
7,웬만/XR_곳/NNG_가/VV,1
7,길/NNG_찾/VV_신기/XR,-1
7,가/VV_있/VV_편리/NNG,1
7,차/NNG_있/VA_편하/VA,1
7,자차/NNG_있/VV_좋/VA,1
7,차/NNG_있/VV_편하/VA,1
7,차/NNG_타/VV_편하/VA,1
7,어지간/XR_가/VV_있/VV,1
7,길/NNG_편하/VA_않/VX,-1
7,길/NNG_녹녹/XR_않/VX,-1
7,차편/NNG_좋/VA_않/VX,-1
7,버스/NNG_좋/VA_않/VX,-1
7,버스/NNG_가/VV_있/VV,1
7,걷/VV_이동/NNG_있/VV,1
7,위치/NNG_찾/VV_쉽/VA,1
7,길/NNG_가/VV_힘들/VA,-1
7,가/VV_편하/VA_곳/NNG,1
7,가/VV_거리/NNG_있/VA,-1
7,도심/NNG_멀/VA_않/VX,1
7,멀/VA_않/VX_거리/NNG,1
7,가/VV_길/NNG_힘들/VA,-1
7,길/NNG_막히/VV_않/VX,1
7,편수/NNG_많/VA_않/VX,-1
7,버스/NNG_타/VV_있/VV,1
7,출구/NNG_멀/VA_않/VX,1
7,이동/NNG_멀/VA_않/VX,1
7,쉽/VA_있/VV_거리/NNG,1
7,가/VV_거리/NNG_있/VV,-1
8,공영주차장/NNG_마련/NNG,1
8,주차/NNG_쉽/VA_않/VX,-1
8,주차/NNG_하/VV_있/VV,1
8,주차/NNG_하/VV_없/VA,-1
9,공간/NNG_되/VV_넓/VA,1
9,식히/VV_좋/VA_곳/NNG,1
